id,predicted,img_path,plate,well,plate_well,cell_type,plate_class,is_extra,target_0,target_1,target_2,target_3,target_4,target,pred,pred_,pred_0,pred_1,pred_2,pred_3,pred_4
astros[cereb]_G10-3_Vessel-361_2020-09-14_09h00m00s_Ph_4.png,,../input/train_semi_supervised/astros[cereb]_G10-3_Vessel-361_2020-09-14_09h00m00s_Ph_4.png,astros[cereb],G10,astros[cereb]_G10,astro,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.3083832,0.7083629767150348,0.3083832,0.5113615,0.29321602,0.49279258,0.10822272
astro[hippo]_G2-4_Vessel-361_2020-09-14_13h00m00s_Ph_3.png,,../input/train_semi_supervised/astro[hippo]_G2-4_Vessel-361_2020-09-14_13h00m00s_Ph_3.png,astro[hippo],G2,astro[hippo]_G2,astro,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.18968326,0.837013328363672,0.18968326,0.61498517,0.6775283,0.118389525,0.24891917
astro[hippo]_H6-3_Vessel-361_2020-09-14_13h00m00s_Ph_1.png,,../input/train_semi_supervised/astro[hippo]_H6-3_Vessel-361_2020-09-14_13h00m00s_Ph_1.png,astro[hippo],H6,astro[hippo]_H6,astro,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.42120755,0.6974714616692836,0.42120755,0.5638625,0.05587573,0.5155228,0.36682683
cort[pre-treat]_B8-1_Vessel-377_2020-11-01_13h30m00s_Ph_4.png,,../input/train_semi_supervised/cort[pre-treat]_B8-1_Vessel-377_2020-11-01_13h30m00s_Ph_4.png,cort[pre-treat],B8,cort[pre-treat]_B8,cort,3,1,0.0,0.0,1.0,0.0,0.0,0.0,0.35203353,0.6801407717603004,0.35203353,0.20039308,0.96069056,0.17603962,0.06319517
cort[6-OHDA]_G2-3_Vessel-377_2020-11-05_19h30m00s_Ph_4.png,,../input/train_semi_supervised/cort[6-OHDA]_G2-3_Vessel-377_2020-11-05_19h30m00s_Ph_4.png,cort[6-OHDA],G2,cort[6-OHDA]_G2,cort,2,1,0.0,0.0,0.0,0.0,1.0,0.0,0.021537349,0.6186113782151843,0.021537349,0.052543286,0.11006345,0.023004508,0.9281865
astros[cereb]_F11-3_Vessel-361_2020-09-13_09h00m00s_Ph_4.png,,../input/train_semi_supervised/astros[cereb]_F11-3_Vessel-361_2020-09-13_09h00m00s_Ph_4.png,astros[cereb],F11,astros[cereb]_F11,astro,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0029954836,0.7527166395576412,0.0029954836,0.027672106,0.80172664,0.80659515,0.0027176295
astro[hippo]_E2-1_Vessel-361_2020-09-16_13h00m00s_Ph_2.png,,../input/train_semi_supervised/astro[hippo]_E2-1_Vessel-361_2020-09-16_13h00m00s_Ph_2.png,astro[hippo],E2,astro[hippo]_E2,astro,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.15174875,0.1586051052930737,0.15174875,0.6744509,0.239493,0.799305,0.010426881
astros[cereb]_D7-1_Vessel-361_2020-09-14_09h00m00s_Ph_2.png,,../input/train_semi_supervised/astros[cereb]_D7-1_Vessel-361_2020-09-14_09h00m00s_Ph_2.png,astros[cereb],D7,astros[cereb]_D7,astro,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.4896154,0.8808707591989284,0.4896154,0.22699843,0.634577,0.10764267,0.36564887
shsy5y[diff]_D10-3_Vessel-714_2019-06-15_11h30m00s_Ph_3.png,,../input/train_semi_supervised/shsy5y[diff]_D10-3_Vessel-714_2019-06-15_11h30m00s_Ph_3.png,shsy5y[diff],D10,shsy5y[diff]_D10,shsy5y,5,1,0.0,0.0,0.0,0.0,1.0,0.0,0.15420696,0.871843527745232,0.15420696,0.86805624,0.006454457,0.22051552,0.6743997
cort[oka-low]_H6-1_Vessel-377_2020-11-04_19h30m00s_Ph_1.png,,../input/train_semi_supervised/cort[oka-low]_H6-1_Vessel-377_2020-11-04_19h30m00s_Ph_1.png,cort[oka-low],H6,cort[oka-low]_H6,cort,2,1,0.0,0.0,0.0,0.0,1.0,0.0,0.061565604,0.029247283034559146,0.061565604,0.16527815,0.008409207,0.15006182,0.89616627
shsy5y[diff]_D1-2_Vessel-714_2019-06-15_11h30m00s_Ph_3.png,,../input/train_semi_supervised/shsy5y[diff]_D1-2_Vessel-714_2019-06-15_11h30m00s_Ph_3.png,shsy5y[diff],D1,shsy5y[diff]_D1,shsy5y,5,1,0.0,0.0,0.0,0.0,1.0,0.0,0.06971024,0.8258167505647627,0.06971024,0.14761446,0.2748323,0.0030593174,0.9396258
cort[density]_C6-4_Vessel-376_2020-10-26_13h30m00s_Ph_2.png,,../input/train_semi_supervised/cort[density]_C6-4_Vessel-376_2020-10-26_13h30m00s_Ph_2.png,cort[density],C6,cort[density]_C6,cort,3,1,0.0,1.0,0.0,0.0,0.0,0.0,0.085790716,0.1288698674734452,0.085790716,0.7977542,0.23588245,0.04762459,0.4565907
shsy5y[diff]_E5-4_Vessel-714_2019-06-15_11h30m00s_Ph_3.png,,../input/train_semi_supervised/shsy5y[diff]_E5-4_Vessel-714_2019-06-15_11h30m00s_Ph_3.png,shsy5y[diff],E5,shsy5y[diff]_E5,shsy5y,5,1,0.0,0.0,1.0,0.0,0.0,0.0,0.034434155,0.3351188542591419,0.034434155,0.019608663,0.9537526,0.031113721,0.08837283
shsy5y[diff]_D12-2_Vessel-714_2019-06-14_11h30m00s_Ph_2.png,,../input/train_semi_supervised/shsy5y[diff]_D12-2_Vessel-714_2019-06-14_11h30m00s_Ph_2.png,shsy5y[diff],D12,shsy5y[diff]_D12,shsy5y,5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.95928085,0.7435082562916078,0.95928085,0.27040476,0.044127215,0.07066604,0.5499821
shsy5y[diff]_D3-4_Vessel-714_2019-06-15_11h30m00s_Ph_3.png,,../input/train_semi_supervised/shsy5y[diff]_D3-4_Vessel-714_2019-06-15_11h30m00s_Ph_3.png,shsy5y[diff],D3,shsy5y[diff]_D3,shsy5y,5,1,1.0,0.0,0.0,0.0,0.0,1.0,0.96307856,0.1607598960483082,0.96307856,0.04506491,0.8182006,0.01953571,0.0730579
astros[cereb]_F11-4_Vessel-361_2020-09-14_09h00m00s_Ph_2.png,,../input/train_semi_supervised/astros[cereb]_F11-4_Vessel-361_2020-09-14_09h00m00s_Ph_2.png,astros[cereb],F11,astros[cereb]_F11,astro,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.012173982,0.8179670241190622,0.012173982,0.23418511,0.89180285,0.6578347,0.007452925
astro[hippo]_H3-2_Vessel-361_2020-09-16_13h00m00s_Ph_1.png,,../input/train_semi_supervised/astro[hippo]_H3-2_Vessel-361_2020-09-16_13h00m00s_Ph_1.png,astro[hippo],H3,astro[hippo]_H3,astro,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.037810806,0.8321341779577419,0.037810806,0.6734576,0.22848368,0.3310107,0.15195325
astros[cereb]_G12-2_Vessel-361_2020-09-13_09h00m00s_Ph_1.png,,../input/train_semi_supervised/astros[cereb]_G12-2_Vessel-361_2020-09-13_09h00m00s_Ph_1.png,astros[cereb],G12,astros[cereb]_G12,astro,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.15398943,0.5074677337608362,0.15398943,0.3643485,0.59160763,0.29100692,0.24339177
cort[density]_B11-1_Vessel-376_2020-11-07_13h30m00s_Ph_4.png,,../input/train_semi_supervised/cort[density]_B11-1_Vessel-376_2020-11-07_13h30m00s_Ph_4.png,cort[density],B11,cort[density]_B11,cort,3,1,0.0,0.0,0.0,1.0,0.0,0.0,0.69428855,0.00638587171683358,0.69428855,0.40919182,0.18760554,0.30618113,0.18802205
cort[6-OHDA]_G2-4_Vessel-377_2020-11-05_07h30m00s_Ph_4.png,,../input/train_semi_supervised/cort[6-OHDA]_G2-4_Vessel-377_2020-11-05_07h30m00s_Ph_4.png,cort[6-OHDA],G2,cort[6-OHDA]_G2,cort,2,1,0.0,0.0,0.0,0.0,1.0,0.0,0.107759565,0.2870381331749128,0.107759565,0.13142525,0.03161274,0.077804275,0.7911978
astros[cereb]_G11-2_Vessel-361_2020-09-14_09h00m00s_Ph_3.png,,../input/train_semi_supervised/astros[cereb]_G11-2_Vessel-361_2020-09-14_09h00m00s_Ph_3.png,astros[cereb],G11,astros[cereb]_G11,astro,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.72821295,0.6169269183757422,0.72821295,0.51241297,0.33139345,0.19074264,0.6085247
cort[debris]_D9-4_Vessel-384_2020-11-01_11h59m00s_Ph_3.png,,../input/train_semi_supervised/cort[debris]_D9-4_Vessel-384_2020-11-01_11h59m00s_Ph_3.png,cort[debris],D9,cort[debris]_D9,cort,4,1,0.0,0.0,0.0,1.0,0.0,0.0,0.005184823,0.9811861780274235,0.005184823,0.0114085525,0.0054720663,0.99992,0.0015492693
astros[cereb]_E8-2_Vessel-361_2020-09-14_09h00m00s_Ph_3.png,,../input/train_semi_supervised/astros[cereb]_E8-2_Vessel-361_2020-09-14_09h00m00s_Ph_3.png,astros[cereb],E8,astros[cereb]_E8,astro,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.7201384,0.6318135270166684,0.7201384,0.3990519,0.4330873,0.04827904,0.5645566
astros[cereb]_G11-1_Vessel-361_2020-09-12_09h00m00s_Ph_3.png,,../input/train_semi_supervised/astros[cereb]_G11-1_Vessel-361_2020-09-12_09h00m00s_Ph_3.png,astros[cereb],G11,astros[cereb]_G11,astro,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.6479248,0.2598035810641598,0.6479248,0.0934556,0.016909903,0.13693222,0.6288441
cort[oka-low]_H6-2_Vessel-377_2020-11-05_19h30m00s_Ph_2.png,,../input/train_semi_supervised/cort[oka-low]_H6-2_Vessel-377_2020-11-05_19h30m00s_Ph_2.png,cort[oka-low],H6,cort[oka-low]_H6,cort,2,1,0.0,0.0,0.0,0.0,1.0,0.0,0.04091186,0.6340057030996114,0.04091186,0.086040005,0.29231027,0.005329068,0.9211676
astros[cereb]_F11-3_Vessel-361_2020-09-12_09h00m00s_Ph_3.png,,../input/train_semi_supervised/astros[cereb]_F11-3_Vessel-361_2020-09-12_09h00m00s_Ph_3.png,astros[cereb],F11,astros[cereb]_F11,astro,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.07654588,0.5399853797158555,0.07654588,0.3075436,0.9620347,0.22383077,0.061433557
astros[cereb]_D7-2_Vessel-361_2020-09-14_09h00m00s_Ph_2.png,,../input/train_semi_supervised/astros[cereb]_D7-2_Vessel-361_2020-09-14_09h00m00s_Ph_2.png,astros[cereb],D7,astros[cereb]_D7,astro,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.92669284,0.7798453951511436,0.92669284,0.24341126,0.03473125,0.07601111,0.6651895
astros[cereb]_H12-4_Vessel-361_2020-09-13_09h00m00s_Ph_3.png,,../input/train_semi_supervised/astros[cereb]_H12-4_Vessel-361_2020-09-13_09h00m00s_Ph_3.png,astros[cereb],H12,astros[cereb]_H12,astro,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.5218043,0.10698063882695841,0.5218043,0.21856862,0.42939574,0.16387509,0.46118844
astro[hippo]_G3-4_Vessel-361_2020-09-14_13h00m00s_Ph_2.png,,../input/train_semi_supervised/astro[hippo]_G3-4_Vessel-361_2020-09-14_13h00m00s_Ph_2.png,astro[hippo],G3,astro[hippo]_G3,astro,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0927119,0.761027902502028,0.0927119,0.6414704,0.4494571,0.476575,0.37584904
shsy5y[diff]_D5-3_Vessel-714_2019-06-14_11h30m00s_Ph_3.png,,../input/train_semi_supervised/shsy5y[diff]_D5-3_Vessel-714_2019-06-14_11h30m00s_Ph_3.png,shsy5y[diff],D5,shsy5y[diff]_D5,shsy5y,5,1,0.0,0.0,1.0,0.0,0.0,0.0,0.21968056,0.5412665786761103,0.21968056,0.050404083,0.9179996,0.07507356,0.1722875
cort[6-OHDA]_G2-1_Vessel-377_2020-11-04_19h30m00s_Ph_1.png,,../input/train_semi_supervised/cort[6-OHDA]_G2-1_Vessel-377_2020-11-04_19h30m00s_Ph_1.png,cort[6-OHDA],G2,cort[6-OHDA]_G2,cort,2,1,0.0,0.0,0.0,0.0,1.0,0.0,0.024277005,0.9629920038589946,0.024277005,0.1377744,0.0055393893,0.19504279,0.95244277
astros[cereb]_F12-2_Vessel-361_2020-09-12_09h00m00s_Ph_3.png,,../input/train_semi_supervised/astros[cereb]_F12-2_Vessel-361_2020-09-12_09h00m00s_Ph_3.png,astros[cereb],F12,astros[cereb]_F12,astro,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.73519874,0.3418721660386861,0.73519874,0.25761208,0.20654453,0.44974738,0.26329333
astro[hippo]_G3-2_Vessel-361_2020-09-16_13h00m00s_Ph_1.png,,../input/train_semi_supervised/astro[hippo]_G3-2_Vessel-361_2020-09-16_13h00m00s_Ph_1.png,astro[hippo],G3,astro[hippo]_G3,astro,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.10846192,0.6326218931339481,0.10846192,0.24942324,0.22462784,0.52223545,0.2979728
astros[cereb]_D7-3_Vessel-361_2020-09-14_09h00m00s_Ph_1.png,,../input/train_semi_supervised/astros[cereb]_D7-3_Vessel-361_2020-09-14_09h00m00s_Ph_1.png,astros[cereb],D7,astros[cereb]_D7,astro,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.5679575,0.9320281055100175,0.5679575,0.17638874,0.54085815,0.08684266,0.55636
astros[cereb]_F12-4_Vessel-361_2020-09-14_09h00m00s_Ph_2.png,,../input/train_semi_supervised/astros[cereb]_F12-4_Vessel-361_2020-09-14_09h00m00s_Ph_2.png,astros[cereb],F12,astros[cereb]_F12,astro,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.5045531,0.10250972799067926,0.5045531,0.41236106,0.46716526,0.48897508,0.18185367
shsy5y[diff]_D4-4_Vessel-714_2019-06-14_11h30m00s_Ph_4.png,,../input/train_semi_supervised/shsy5y[diff]_D4-4_Vessel-714_2019-06-14_11h30m00s_Ph_4.png,shsy5y[diff],D4,shsy5y[diff]_D4,shsy5y,5,1,0.0,0.0,1.0,0.0,0.0,0.0,0.10760548,0.9372284872364511,0.10760548,0.017742073,0.8036158,0.012596295,0.1960057
astro[hippo]_F2-1_Vessel-361_2020-09-14_13h00m00s_Ph_4.png,,../input/train_semi_supervised/astro[hippo]_F2-1_Vessel-361_2020-09-14_13h00m00s_Ph_4.png,astro[hippo],F2,astro[hippo]_F2,astro,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.32064322,0.6878857223008134,0.32064322,0.7046734,0.21478228,0.58275753,0.022822795
astros[cereb]_G11-4_Vessel-361_2020-09-13_09h00m00s_Ph_1.png,,../input/train_semi_supervised/astros[cereb]_G11-4_Vessel-361_2020-09-13_09h00m00s_Ph_1.png,astros[cereb],G11,astros[cereb]_G11,astro,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.7122248,0.0678370591051719,0.7122248,0.07838953,0.26043576,0.19361481,0.8419763
astro[hippo]_F2-4_Vessel-361_2020-09-14_13h00m00s_Ph_4.png,,../input/train_semi_supervised/astro[hippo]_F2-4_Vessel-361_2020-09-14_13h00m00s_Ph_4.png,astro[hippo],F2,astro[hippo]_F2,astro,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.031662,0.30096356694681625,0.031662,0.7797081,0.7130343,0.65083057,0.0014319277
astros[cereb]_D9-4_Vessel-361_2020-09-14_09h00m00s_Ph_1.png,,../input/train_semi_supervised/astros[cereb]_D9-4_Vessel-361_2020-09-14_09h00m00s_Ph_1.png,astros[cereb],D9,astros[cereb]_D9,astro,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.81466025,0.7081720886452816,0.81466025,0.33984396,0.12399412,0.029248971,0.7172686
shsy5y[diff]_D10-2_Vessel-714_2019-06-15_11h30m00s_Ph_2.png,,../input/train_semi_supervised/shsy5y[diff]_D10-2_Vessel-714_2019-06-15_11h30m00s_Ph_2.png,shsy5y[diff],D10,shsy5y[diff]_D10,shsy5y,5,1,0.0,0.0,0.0,0.0,1.0,0.0,0.031205026,0.0673506014687717,0.031205026,0.8019147,0.020089617,0.1419771,0.7382911
astro[hippo]_H6-2_Vessel-361_2020-09-16_13h00m00s_Ph_4.png,,../input/train_semi_supervised/astro[hippo]_H6-2_Vessel-361_2020-09-16_13h00m00s_Ph_4.png,astro[hippo],H6,astro[hippo]_H6,astro,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.4519828,0.5821704601762733,0.4519828,0.75994945,0.50688726,0.093764804,0.067236796
shsy5y[diff]_E8-1_Vessel-714_2019-06-14_11h30m00s_Ph_1.png,,../input/train_semi_supervised/shsy5y[diff]_E8-1_Vessel-714_2019-06-14_11h30m00s_Ph_1.png,shsy5y[diff],E8,shsy5y[diff]_E8,shsy5y,5,1,0.0,0.0,0.0,1.0,0.0,0.0,0.026561094,0.34588305695295674,0.026561094,0.14623697,0.5992328,0.97779435,0.026190346
shsy5y[diff]_E1-1_Vessel-714_2019-06-16_11h30m00s_Ph_2.png,,../input/train_semi_supervised/shsy5y[diff]_E1-1_Vessel-714_2019-06-16_11h30m00s_Ph_2.png,shsy5y[diff],E1,shsy5y[diff]_E1,shsy5y,5,1,0.0,0.0,0.0,0.0,1.0,0.0,0.1884291,0.6209155177674771,0.1884291,0.06406922,0.09065546,0.0069691725,0.9937977
shsy5y[diff]_E10-3_Vessel-714_2019-06-15_11h30m00s_Ph_1.png,,../input/train_semi_supervised/shsy5y[diff]_E10-3_Vessel-714_2019-06-15_11h30m00s_Ph_1.png,shsy5y[diff],E10,shsy5y[diff]_E10,shsy5y,5,1,1.0,0.0,0.0,0.0,0.0,1.0,0.9720437,0.04574203381251285,0.9720437,0.48665074,0.052939445,0.064963855,0.164523
cort[density]_C6-4_Vessel-376_2020-10-26_13h30m00s_Ph_1.png,,../input/train_semi_supervised/cort[density]_C6-4_Vessel-376_2020-10-26_13h30m00s_Ph_1.png,cort[density],C6,cort[density]_C6,cort,3,1,0.0,1.0,0.0,0.0,0.0,0.0,0.12898266,0.8715368061523763,0.12898266,0.65353376,0.18763353,0.11882265,0.3701307
shsy5y[diff]_D11-3_Vessel-714_2019-06-14_11h30m00s_Ph_1.png,,../input/train_semi_supervised/shsy5y[diff]_D11-3_Vessel-714_2019-06-14_11h30m00s_Ph_1.png,shsy5y[diff],D11,shsy5y[diff]_D11,shsy5y,5,1,0.0,0.0,0.0,1.0,0.0,0.0,0.73198825,0.9734889691773969,0.73198825,0.6384803,0.23126924,0.22153713,0.32606795
astros[cereb]_F11-1_Vessel-361_2020-09-12_09h00m00s_Ph_2.png,,../input/train_semi_supervised/astros[cereb]_F11-1_Vessel-361_2020-09-12_09h00m00s_Ph_2.png,astros[cereb],F11,astros[cereb]_F11,astro,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.18573529,0.9688778552856915,0.18573529,0.3054203,0.74070424,0.4794745,0.037220065
astros[cereb]_H12-4_Vessel-361_2020-09-14_09h00m00s_Ph_2.png,,../input/train_semi_supervised/astros[cereb]_H12-4_Vessel-361_2020-09-14_09h00m00s_Ph_2.png,astros[cereb],H12,astros[cereb]_H12,astro,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.115684345,0.7496518317429247,0.115684345,0.40322465,0.53700423,0.54238707,0.3757599
shsy5y[diff]_D10-2_Vessel-714_2019-06-14_11h30m00s_Ph_3.png,,../input/train_semi_supervised/shsy5y[diff]_D10-2_Vessel-714_2019-06-14_11h30m00s_Ph_3.png,shsy5y[diff],D10,shsy5y[diff]_D10,shsy5y,5,1,0.0,0.0,0.0,0.0,1.0,0.0,0.18110041,0.13008624013063197,0.18110041,0.29908016,0.397286,0.43362194,0.39994982
astro[hippo]_D1-3_Vessel-361_2020-09-14_13h00m00s_Ph_4.png,,../input/train_semi_supervised/astro[hippo]_D1-3_Vessel-361_2020-09-14_13h00m00s_Ph_4.png,astro[hippo],D1,astro[hippo]_D1,astro,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.28933924,0.7582631959290226,0.28933924,0.440197,0.80227005,0.38647008,0.42501742
astro[hippo]_G2-2_Vessel-361_2020-09-14_13h00m00s_Ph_2.png,,../input/train_semi_supervised/astro[hippo]_G2-2_Vessel-361_2020-09-14_13h00m00s_Ph_2.png,astro[hippo],G2,astro[hippo]_G2,astro,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.20638148,0.02458691645880151,0.20638148,0.6219346,0.4388102,0.082259275,0.66554683
shsy5y[diff]_E1-3_Vessel-714_2019-06-15_11h30m00s_Ph_4.png,,../input/train_semi_supervised/shsy5y[diff]_E1-3_Vessel-714_2019-06-15_11h30m00s_Ph_4.png,shsy5y[diff],E1,shsy5y[diff]_E1,shsy5y,5,1,0.0,0.0,0.0,0.0,1.0,0.0,0.13417268,0.022123551528997254,0.13417268,0.031897362,0.03584833,0.0073162885,0.98397267
cort[density]_B7-2_Vessel-376_2020-11-07_13h30m00s_Ph_2.png,,../input/train_semi_supervised/cort[density]_B7-2_Vessel-376_2020-11-07_13h30m00s_Ph_2.png,cort[density],B7,cort[density]_B7,cort,3,1,0.0,0.0,0.0,0.0,1.0,0.0,0.020844746,0.32361021914954125,0.020844746,0.42052427,0.018319534,0.06058008,0.9054686
astro[hippo]_E2-3_Vessel-361_2020-09-14_13h00m00s_Ph_3.png,,../input/train_semi_supervised/astro[hippo]_E2-3_Vessel-361_2020-09-14_13h00m00s_Ph_3.png,astro[hippo],E2,astro[hippo]_E2,astro,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.6311035,0.48864319040466575,0.6311035,0.51542085,0.13133353,0.5230564,0.024791375
astros[cereb]_G12-3_Vessel-361_2020-09-13_09h00m00s_Ph_3.png,,../input/train_semi_supervised/astros[cereb]_G12-3_Vessel-361_2020-09-13_09h00m00s_Ph_3.png,astros[cereb],G12,astros[cereb]_G12,astro,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0743872,0.7704074178077932,0.0743872,0.2415174,0.42602536,0.7782543,0.21034846
cort[density]_B11-1_Vessel-376_2020-10-26_13h30m00s_Ph_1.png,,../input/train_semi_supervised/cort[density]_B11-1_Vessel-376_2020-10-26_13h30m00s_Ph_1.png,cort[density],B11,cort[density]_B11,cort,3,1,0.0,0.0,0.0,1.0,0.0,0.0,0.6310731,0.6832953766065052,0.6310731,0.50202763,0.014807345,0.46425053,0.09044549
astro[hippo]_F2-3_Vessel-361_2020-09-15_13h00m00s_Ph_3.png,,../input/train_semi_supervised/astro[hippo]_F2-3_Vessel-361_2020-09-15_13h00m00s_Ph_3.png,astro[hippo],F2,astro[hippo]_F2,astro,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.15258671,0.44590270637674834,0.15258671,0.56868297,0.07627523,0.58074826,0.025110897
astro[hippo]_D1-2_Vessel-361_2020-09-14_13h00m00s_Ph_1.png,,../input/train_semi_supervised/astro[hippo]_D1-2_Vessel-361_2020-09-14_13h00m00s_Ph_1.png,astro[hippo],D1,astro[hippo]_D1,astro,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.24498472,0.2736266662816659,0.24498472,0.6205944,0.6304267,0.03417439,0.46010134
shsy5y[diff]_D11-3_Vessel-714_2019-06-16_11h30m00s_Ph_4.png,,../input/train_semi_supervised/shsy5y[diff]_D11-3_Vessel-714_2019-06-16_11h30m00s_Ph_4.png,shsy5y[diff],D11,shsy5y[diff]_D11,shsy5y,5,1,0.0,0.0,0.0,1.0,0.0,0.0,0.23011912,0.9971245001577111,0.23011912,0.4460931,0.021905815,0.3438974,0.62418497
astro[hippo]_H3-1_Vessel-361_2020-09-14_13h00m00s_Ph_3.png,,../input/train_semi_supervised/astro[hippo]_H3-1_Vessel-361_2020-09-14_13h00m00s_Ph_3.png,astro[hippo],H3,astro[hippo]_H3,astro,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.2860829,0.42618130223597295,0.2860829,0.4994895,0.63677704,0.18145952,0.56404847
astro[hippo]_E2-4_Vessel-361_2020-09-16_13h00m00s_Ph_1.png,,../input/train_semi_supervised/astro[hippo]_E2-4_Vessel-361_2020-09-16_13h00m00s_Ph_1.png,astro[hippo],E2,astro[hippo]_E2,astro,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.5740618,0.4513870243296755,0.5740618,0.58266187,0.12086695,0.51985115,0.028005676
astro[hippo]_D3-1_Vessel-361_2020-09-14_13h00m00s_Ph_3.png,,../input/train_semi_supervised/astro[hippo]_D3-1_Vessel-361_2020-09-14_13h00m00s_Ph_3.png,astro[hippo],D3,astro[hippo]_D3,astro,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.12799597,0.16362382119166918,0.12799597,0.39898857,0.26993325,0.19674835,0.44212577
cort[density]_C6-1_Vessel-376_2020-10-30_13h30m00s_Ph_4.png,,../input/train_semi_supervised/cort[density]_C6-1_Vessel-376_2020-10-30_13h30m00s_Ph_4.png,cort[density],C6,cort[density]_C6,cort,3,1,0.0,1.0,0.0,0.0,0.0,0.0,0.12385459,0.7948095487499294,0.12385459,0.36282724,0.5870052,0.15838969,0.37824062
shsy5y[diff]_D7-2_Vessel-714_2019-06-16_11h30m00s_Ph_1.png,,../input/train_semi_supervised/shsy5y[diff]_D7-2_Vessel-714_2019-06-16_11h30m00s_Ph_1.png,shsy5y[diff],D7,shsy5y[diff]_D7,shsy5y,5,1,0.0,0.0,0.0,1.0,0.0,0.0,0.062274262,0.6936822257814886,0.062274262,0.083526656,0.12343347,0.9677183,0.1359592
shsy5y[diff]_D7-3_Vessel-714_2019-06-15_11h30m00s_Ph_4.png,,../input/train_semi_supervised/shsy5y[diff]_D7-3_Vessel-714_2019-06-15_11h30m00s_Ph_4.png,shsy5y[diff],D7,shsy5y[diff]_D7,shsy5y,5,1,0.0,0.0,0.0,1.0,0.0,0.0,0.022240836,0.2207696127887604,0.022240836,0.02341628,0.001918558,0.99843186,0.016681261
shsy5y[diff]_D11-4_Vessel-714_2019-06-16_11h30m00s_Ph_2.png,,../input/train_semi_supervised/shsy5y[diff]_D11-4_Vessel-714_2019-06-16_11h30m00s_Ph_2.png,shsy5y[diff],D11,shsy5y[diff]_D11,shsy5y,5,1,0.0,0.0,0.0,1.0,0.0,0.0,0.43706876,0.0823810456158427,0.43706876,0.3736575,0.12866198,0.19185118,0.56497055
cort[6-OHDA]_G2-2_Vessel-377_2020-11-05_07h30m00s_Ph_2.png,,../input/train_semi_supervised/cort[6-OHDA]_G2-2_Vessel-377_2020-11-05_07h30m00s_Ph_2.png,cort[6-OHDA],G2,cort[6-OHDA]_G2,cort,2,1,0.0,0.0,0.0,0.0,1.0,0.0,0.009639937,0.6804993020747131,0.009639937,0.039186005,0.015086565,0.12551537,0.8758642
astros[cereb]_D9-2_Vessel-361_2020-09-12_09h00m00s_Ph_1.png,,../input/train_semi_supervised/astros[cereb]_D9-2_Vessel-361_2020-09-12_09h00m00s_Ph_1.png,astros[cereb],D9,astros[cereb]_D9,astro,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.75443834,0.6545112142811352,0.75443834,0.21308918,0.118159235,0.010734808,0.7546568
astro[hippo]_H3-2_Vessel-361_2020-09-15_13h00m00s_Ph_1.png,,../input/train_semi_supervised/astro[hippo]_H3-2_Vessel-361_2020-09-15_13h00m00s_Ph_1.png,astro[hippo],H3,astro[hippo]_H3,astro,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.08950025,0.2732595269982093,0.08950025,0.5935476,0.3348388,0.24173899,0.31867796
